Stego?;Entropy_img_full;Mean_entropy_slices;Stdev_entropy_slices;Mean_MarkovChains_00;Mean_MarkovChains_01;Mean_MarkovChains_10;Mean_MarkovChains_11;Stdev_MarkovChains_00;Stdev_MarkovChains_01;Stdev_MarkovChains_10;Stdev_MarkovChains_11;Mean_imgfull_MarkovChains_00;Mean_imgfull_MarkovChains_01;Mean_imgfull_MarkovChains_10;Mean_imgfull_MarkovChains_11;Conditional_Entropy_Slice_01;Conditional_Entropy_Slice_02;Conditional_Entropy_Slice_03;Conditional_Entropy_Slice_04;Conditional_Entropy_Slice_05;Conditional_Entropy_Slice_06;Conditional_Entropy_Slice_07;Conditional_Entropy_Slice_08;Conditional_Entropy_Slice_09;Conditional_Entropy_Slice_10;Conditional_Entropy_Slice_11;Conditional_Entropy_Slice_12;Conditional_Entropy_Slice_13;Conditional_Entropy_Slice_14;Conditional_Entropy_Slice_15;Conditional_Entropy_Slice_16;Conditional_Entropy_Slice_17;Conditional_Entropy_Slice_18;Conditional_Entropy_Slice_19;Conditional_Entropy_Slice_20;Conditional_Entropy_Slice_21;Conditional_Entropy_Slice_22;Conditional_Entropy_Slice_23;Conditional_Entropy_Slice_24;Conditional_Entropy_Slice_25;Conditional_Entropy_Slice_26;Conditional_Entropy_Slice_27;Conditional_Entropy_Slice_28;Conditional_Entropy_Slice_29;Conditional_Entropy_Slice_30;Conditional_Entropy_Slice_31;Conditional_Entropy_Slice_32;Conditional_Entropy_Slice_33;Conditional_Entropy_Slice_34;Conditional_Entropy_Slice_35;Conditional_Entropy_Slice_36;
yes;3.1907275275420828;3.972978740581802;3.286802476228034;0.6998325892857142;0.3001674107142857;0.12979910714285714;0.8702008928571429;0.1641271907068064;0.16412719070680637;0.11320746088072366;0.11320746088072366;0.5;0.5;0.0025188916876574307;0.9974811083123426;0.4820155161907884;0.03389688639361088;0.017431367518134788;0.02900990406377124;0.0821543276472072;0.6398006258499214;0.012798635987015583;0.010777798725907672;0.025387591163206213;0.02947383567331574;0.02564184196192487;0.016211268076756546;0.02058974880915576;0.023201643079167944;0.03503443042352439;0.030147448093685192;0.02269314148172885;0.011788217356462294;0.5426589836663318;0.01919795398052271;0.01844178614868941;0.030528824291764067;0.06561594213233146;0.9080008945385218;1.6325698029967923;0.5819469312494916;0.025222480340275855;0.24485406354427663;1.5546517407804958;0.38743978352109515;0.38743978352109515;1.3267201698408275;0.21468307277337306;0.44109880113060784;0.38743978352109515;0.38743978352109515;
yes;3.190522587390373;3.975273442610876;3.286729141220352;0.6998325892857142;0.3001674107142857;0.12979910714285714;0.8702008928571429;0.1641271907068064;0.16412719070680637;0.11320746088072366;0.11320746088072366;0.5;0.5;0.0025188916876574307;0.9974811083123426;0.4721835545124544;0.03726494849545636;0.018104979938503796;0.02631545438229521;0.08156184842817016;0.6406275247090956;0.013809054617568872;0.011451411146277568;0.025387591163206213;0.03263221696433716;0.02370356011228303;0.016084142677396773;0.020125817199611262;0.02058974880915576;0.03625452986490263;0.02993776728286024;0.018232105337864013;0.01145141114627668;0.5445175985613635;0.0194522047792427;0.01978901098942698;0.030528824291764067;0.06628955455270047;0.9080008945385218;1.6325698029967923;0.5817959415387186;0.025222480340275855;0.24371651951436313;1.5546517407804958;0.38743978352109515;0.38743978352109515;1.3267201698408275;0.21468307277337306;0.44109880113060784;0.38743978352109515;0.38743978352109515;
yes;5.050780776581631;6.7645819740582205;0.6452205534083066;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;0.9046635227635522;0.5928004777746323;0.2660581945672398;0.49544957445519255;0.5827693012286752;0.6464479701219519;0.3965831144100469;0.26961444288801495;0.48196920632271967;0.7236909350033036;0.8526734796063704;0.5443733113755891;0.4970732340491435;0.5364530930088045;0.8093783701814932;0.6497946173749392;0.6801646698177222;0.6388561121244525;0.8378775222299804;0.948688344337544;0.3751359575631832;0.470335895697656;0.5070999427768292;0.5767195698855008;0.9326417805565348;0.7509129604972657;0.8273925424618533;0.5483820869114142;0.4423186538363151;0.519045014564691;0.5958936730372932;0.894713905712297;1.0390741516580375;0.5131040341398387;0.5157015733080965;0.978188009506793;
yes;5.377361845618985;7.776658166228713;1.0608294475870914;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0033333333333333335;0.9966666666666667;0.6768439760821132;0.7721724192823647;0.24779120080362027;0.45470371747966976;0.5783556293376875;1.5638063808562035;0.42747849910915825;0.3692310788368145;0.04786978618362259;0.15897294047196908;0.5292212189388623;0.5799476909433539;0.31989666817849916;0.34234885517317526;0.10691097683755846;0.09258786098722371;0.34425437990525953;0.4011588954329719;0.3384342503855322;0.2538620442996704;0.32598068218974774;0.20628478587438082;0.2954846308208934;0.5383841396540885;0.506137301196671;0.46482124766295296;0.5909602322816672;0.2577251571101966;0.661601759544955;0.12190267390947085;0.32595362112563286;0.6102945089226828;0.5038168256536233;0.24494359490996498;0.5888345213274673;0.23948797279657352;
yes;5.059455862606307;6.05891262141851;1.364694661112694;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;1.868975955575213;1.7789712024687114;1.4075079197976135;1.2896454519939424;1.1917896022233667;1.0082034979239638;1.7615044166895304;1.52484846454445;0.8580436029419571;0.7769214692035176;1.4514163206503459;1.9787361753601762;1.6180021551777557;0.868228618281742;0.2380448279934373;0.2623065502822799;1.333624590650976;2.2211571216137407;1.4412644955468612;0.38424746864500614;0.34069219782660465;0.3119406884993161;0.3622058206977634;0.40207004484770925;0.7238408431660082;0.1543029257334685;0.5645795678552243;0.27923406831242126;0.22661768187767128;0.1628763077537445;0.35351369482187467;0.7320167742329344;0.41598948312799555;0.6063442818188793;0.49143246097110094;0.21274203870136343;
yes;5.264039904890462;8.542825494062166;0.7874215502877003;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0007215007215007215;0.9992784992784993;0.7263835609391807;1.0034728820604348;0.5883257043555554;0.3967101320974109;0.5000941857304282;0.2902698646182431;0.5097393084454254;0.4257804162089158;0.24203249829116036;0.33636067090239674;0.30137304137222554;0.09815565681611371;0.41445272637198105;0.40230396991552375;0.1643508370028064;0.22418548084857637;0.2710379025192644;0.2529654114555875;0.24602527707330601;0.2527324508852038;0.31090474522369504;0.23038357948268295;0.4947118763093803;0.7536466322156525;0.39816893873624526;0.22149003337263284;0.19019918065068087;0.35641478076735655;0.533110326458412;0.5408230850494045;0.18684107411599005;0.23219874842955424;0.19841538592334462;0.2477110272722154;0.2968880078091418;0.39319076265341746;
yes;5.238481077459452;7.384395079920413;0.8757946603048322;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;1.1728372677089776;1.3167720942918302;0.29832173054079014;0.25111012371992913;0.6536950791125054;1.4943097902047726;1.4275375931453063;1.0121181003679331;0.8668656781202562;0.39416951552284907;0.25788474188956556;1.1702855779424333;0.5056082353778044;0.2995903495901544;0.872275467084044;0.1140647437024267;0.18677737922777915;0.8966417177203048;0.1895958074413704;0.6653489576111782;0.5175206827284486;0.18448801218830635;0.1430948163760304;0.492206055129329;0.3220000878120475;0.3820547956627953;0.27835949901824186;0.40889274742012693;0.33319728583122377;0.5124094073796943;0.2646854898022921;0.9936381307191562;0.9021096678206115;0.557112476478101;0.49668411775538557;0.4571211083360329;
yes;4.584859068457826;6.278302978949229;3.091384571812763;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;4.587449391225168;4.79709348280807;4.054991228627072;4.451077862081602;4.869083347332085;5.026068736225647;4.49869058037558;4.545443823257889;1.9416426154419364;1.758523763337136;4.46707980451361;4.61422947238378;5.291240478741502;4.906650414948061;0.8924586092240112;1.041391688009539;4.899254792853432;5.191582135141344;4.676241057628326;2.6380706299850627;1.304106524507822;1.752884621120641;1.9874805743533717;3.9149592503649018;2.95013599778935;1.6458059444861934;1.621681500400891;1.9112719371931677;1.9002267235071484;1.6542580499015358;1.6572858879939334;1.6967272982364712;1.6515174191102329;1.7092255039352402;1.3561801609219888;1.2605410913963109;
yes;5.433243684181621;8.035752814831932;0.7118160283305309;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5050614065577569;0.49493859344224306;0.10182474824445627;0.8981752517555437;1.189870797578731;1.3834092970530545;1.0278445530456164;0.888067247196139;0.9394667169688593;1.0647832660776952;0.4237177563523744;0.49804214274541536;0.43958982617699505;0.6857082535632277;0.77843222537272;0.5119489942380406;0.279475143611279;0.4075853285822637;0.21615543552584437;0.42612432429816405;0.3291460819645371;0.23092488010275503;0.3835728180918876;0.3833999629882463;0.35777611720316127;0.3601959181313372;0.41622886155890537;0.7832491887302218;0.8607153216777794;1.2147809140377608;0.7244288094214686;0.7014401989237897;0.7777993004010946;1.6208051522806501;0.4510482523651955;0.4941819156756706;0.7670331575981524;0.10757431823237606;0.7561640497876905;0.1258839723410956;
yes;5.274634150746325;6.776156590322983;2.125135926146246;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5011764705882353;0.4988235294117647;0.042453781512605045;0.957546218487395;2.469945715282096;2.51376969025368;2.5405498994104043;2.864110515627595;2.5579929916833803;1.9425417370996096;1.6495083237556294;0.8820473443589756;1.8166020399066998;1.1678861619589425;0.34876679132597666;0.08654278263259574;0.25987499539712555;0.06951979369411898;0.11076994938355433;0.07477123622123205;0.05518487552048512;0.09034631592376297;0.15739696186804597;0.23734287734869852;0.10509029621648658;0.12203415815546048;0.09446287121771402;0.2896725548033432;0.14629522523009975;0.16652552258592923;0.2302175249460392;0.16133698862084778;0.2123402693057992;0.4030436486612552;0.13999737430227022;0.37368453576013394;0.18844128706173358;0.32523237507290004;0.1407327278949797;0.13604701884809423;
yes;5.218654370877423;6.660831895745769;0.726606672179575;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5085638998682477;0.4914361001317523;0.060116694899303595;0.9398833051006964;0.0737313976949685;0.09477018701852424;0.3400586947796156;0.5413211253942696;0.4652639292786498;0.8402041193023311;0.7326990177467638;0.6780327615301918;0.6421103902144654;0.49720228078616957;0.4059240345864228;0.5532898234340125;0.8604160566021783;0.7854378700970344;0.7590836045790708;0.5167300984433942;0.12646917799637114;0.11191406115267766;0.08541418298266823;0.2833582081728383;0.5231697906756638;0.23390877810794652;0.07665195706628936;0.08099118169248332;0.024009536790716268;0.2182474088336006;0.19129988369543005;0.2158701950697699;0.13781961340079585;0.6789318364932573;0.019388839002515645;0.008784123255943577;0.03723855867641035;0.07905543293998685;0.5395830387388352;0.5773220726020756;
yes;5.295381272748687;8.01131814264039;1.5624084914982752;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0006060606060606061;0.9993939393939394;1.5709451094671256;0.9836136350994997;0.999550624129327;1.4791105963069207;1.4156716569219205;1.5070187717115928;0.7113275458652879;0.6516835638211997;0.37342765073822726;0.29333188417292977;1.6927040425613478;1.8699591828134086;0.7284401299192993;0.7782932461674337;0.21108726427164637;0.22638892659305654;0.8123511255716576;0.5190425862949795;0.3072154121570341;0.21202669712079203;0.17161040930628246;0.22677794019208797;0.36169584034445457;0.24494818413192032;0.42743748598317755;0.41988738078481536;0.4150142547075788;0.24653925695259726;0.2187997635834762;0.21577781553770414;0.49818311243543434;0.28595896825657263;0.30924988254010977;0.30077334302432046;0.09645528830645933;0.09163595956248827;
yes;5.30184966311692;7.74228712412564;1.1165504521059901;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;2.390222937779403;1.1153571839227991;0.491218611197092;1.2274608425412663;0.6114072341082375;1.137491433228739;1.310446489104597;0.44252922497607905;0.4871948979538834;0.2683054561804674;0.9854666195985384;1.5978713638244901;0.5369398851158316;0.29338790128517633;0.7785016644121279;0.4589765545259388;0.293024978991431;0.5337774184775235;0.37994469769395245;0.29891248876508314;0.3631093773149381;0.9661390589447003;1.3512251281180032;1.3441310638503103;0.45206213400430695;0.8985666792385203;0.3399744815711072;0.9387733417831665;1.5458023058176527;1.321012805445886;0.412374251759962;0.2710703695063037;0.6821357468819862;0.5990580412714737;1.013927828824707;1.8310410587452002;
yes;5.275147459547947;6.132462445474088;1.5261613542242143;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;3.321764537102133;3.646453121163266;3.383046997553649;3.5968975772021543;3.6255784360597008;3.4524349069415585;2.898059176347995;3.267136234552591;3.459915173613431;3.646444988156296;2.9557409356424764;3.7534928034107176;3.3589201603371888;3.4743260617036187;3.632122629117566;3.7222532955862935;3.1052174231421583;3.864773198362791;4.133874830399652;2.7898620921016413;3.279116216079249;2.338214132759936;3.028795259356907;4.037048984834622;4.162512599114642;3.8754010581288174;3.0696569875491924;1.3187480217619427;2.5312789078756412;4.299724026641285;3.554853005290112;3.302338876795323;2.0245622681887108;1.1723320809564228;1.8157843500982835;2.036881288578085;
yes;5.449993264667418;8.260326909157612;1.0267520319898809;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5074873590042784;0.4925126409957215;0.012154803578374174;0.9878451964216258;1.0688396239816145;1.9662904568166857;0.9970010092779544;1.2095470626964993;1.9221358397215251;1.4626289256777754;0.5571139193660297;0.8294146684120554;0.466339317080692;0.29206650020950864;0.7903911435321307;0.31794281554461445;0.4510562926722521;0.6788513890183099;0.38982382245671765;0.371831460963568;0.36191390778594723;0.4994340180926349;0.5259575660191143;0.6366766659656609;0.3729261556265522;0.6438449207724837;0.7965360957590759;0.8272083937149688;1.0916043911717668;0.502399051844602;0.5243151514150517;0.5968954457173954;0.7995047286682455;0.7480586242551244;1.5273194709506686;1.2931033641490792;0.7834142835621556;0.6371610955054061;1.008864937389915;1.0997944362180943;
yes;5.252589232147416;6.463924165855984;1.4511511765295568;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5320247118269497;0.46797528817305034;0.07277320989470006;0.9272267901053;0.5799140014500126;0.1621416685754209;0.15527040217238497;1.1074615862739927;2.3558038965964236;1.9307116603011925;1.1819578942486877;0.17912849597432068;0.1738402315145935;1.4636342145933923;0.8739076505114367;0.734327841079601;0.20230614302480232;0.11986301427956825;0.11875260000746213;0.5242714613853119;0.6838081293862026;0.8427650957352202;0.4838596145014371;0.28530695764422953;0.29345687906913964;0.15477886459170254;0.23653732404057193;0.24802750549655883;0.692856600720321;0.5205566107393738;0.6920388086089684;0.4012217877940092;0.3611416883500356;0.18517117787002002;0.5569239400422217;0.4337922021752796;0.5438546678850584;0.4394116270090831;0.42642037243934805;0.5479566987927589;
yes;5.472971639090986;6.866026182606567;0.7721926953434735;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5937396336005872;0.40626036639941276;0.3018683325021353;0.6981316674978647;1.3698011305771858;0.8044170531462029;0.3994877753217345;0.808660231097416;0.5020717482493189;0.3615525648971021;1.3799867921482663;0.5312679276834751;0.3471941829664358;0.29937460686427286;0.44587856928516656;1.1792865880453314;1.4461077444907202;1.4150737510781197;0.2982316561970344;0.7855236455860966;0.4260942479212191;0.47784412112778085;1.0432653291883827;1.1118271037247096;0.42702871620794847;0.8214687135860608;0.5779177324528764;0.7203424687101783;1.055256203444106;0.3402355898399074;0.4941618703369821;0.7994258183307084;1.1390486565470321;0.29501395854406054;0.7638893810276746;0.3070164299783884;0.2583306299513777;0.7440232315061786;0.8314057577339726;0.9812206281675171;
yes;4.809864188598835;6.398382777397806;3.2700468049099944;0.8670200892857143;0.13297991071428572;0.015625;0.984375;0.04043486379393423;0.04043486379393423;0.07552724726458047;0.07552724726458047;0.5;0.5;0.0;1.0;4.158582349365389;3.5792926540464984;1.2875728651444778;1.818244540857298;3.9708839074859004;4.345104342077045;3.8670024706074306;1.1873934690070849;1.4790255042729497;0.9302215231585302;3.0270704266049657;3.9923222682623036;4.338750872778415;1.9303177510894418;1.2664337733089868;0.32848087758735023;1.6363417448237727;4.07809074473915;3.820863526169087;1.969606992624552;0.8610598279737225;0.41471923805668265;0.4241007900217557;1.9332807688590212;1.0775064596375934;0.8570291290005958;0.4225575899599807;0.6909807611775962;0.40597445463954696;1.3364829827679379;0.3859475758494755;0.30462753572917123;0.23153567975347755;0.867936300916754;0.30658978387687963;0.19368084583235223;
yes;5.298459330586317;8.098365849410065;0.5852219884447865;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;0.4980858862708102;0.361861967671123;0.7244828341252871;0.5872234009661486;0.43184645774381103;0.4317554053097288;0.1286818810559689;0.17026280835187535;0.1251350854301485;0.08943884352965092;0.10576840305439639;0.11381536603451092;0.4802397294760996;0.31214619672525323;0.6366622726943358;0.5035412619631034;0.30953491461749216;0.6013095757918419;0.27203284380604487;0.14863903429503011;0.2433637805455433;0.3482213569056931;0.48740974029236206;0.2816067276465066;0.5836056422729485;0.5006925700049938;0.2533041152996276;0.1392027439700323;0.09056751840246147;0.22316504507393287;0.11409263901267597;0.16624023394206322;0.07531551483990029;0.47067635619261905;0.5850512681270903;0.18423108536100852;
yes;5.152406381853815;8.773454160894476;1.5766323597956302;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;1.3618646589087549;1.5469859287498169;2.031824278359251;1.8641563126676202;1.5417538138177278;1.462507074690877;0.8854264830086285;0.9193145139006713;1.417399429208209;1.7316009177806553;1.8505888116413307;1.6615103606398844;1.514808200087737;1.0932983664447633;1.625716503507681;1.8934991250195319;1.2094578737333297;0.8495814798761616;1.6628159923034271;2.1390638193283;1.5870289869503158;1.450992681843199;0.4967767989938796;0.20760308948455375;1.1446894406499508;0.5281008502342264;0.16187987866316966;0.3176844423971472;0.6010943360194894;0.6832504681359266;0.7236027242634586;0.29824380620532676;0.24335209698377103;0.8406912001030049;0.43126880124698364;0.681989382653752;
yes;5.277187939434457;7.632116690553679;2.234201363092696;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.500312402374258;0.49968759762574194;0.007497656982193065;0.9925023430178069;2.5834237075715;2.5863912703883507;2.78263697243009;2.669594486368;2.3059113611471624;2.3998279994233194;2.26369769217186;2.4305795784984556;2.4642795421022266;2.4076347122035617;1.8839838936809339;1.8995967577218935;1.0413679885838762;1.8468808582721432;2.4430445263515903;1.0378118247613095;0.5489825702962357;0.5410589231922529;0.4824361255200955;0.6487209007905177;0.8295711144913991;0.3603388402649923;0.5229021030373717;0.4972323864342991;0.14634496061884938;0.21170045618959143;0.3289311589969861;0.21306070130566734;0.14172060478844628;0.10646565697989008;0.10174759481362639;0.11607912717778746;0.11349455724531143;0.13027114610069113;0.23881568101067874;0.14386103429941244;
yes;5.253416737146793;8.237137986888817;1.1763640023155195;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5005833333333334;0.4994166666666667;0.00225;0.99775;1.4671221099424847;0.9468420274746556;1.7076742009477348;0.8226799945913461;1.3203459142069147;1.1482374636967054;0.29663788353671094;0.15259942490919443;0.372334577654156;0.12216372763773631;0.3745524669815712;1.3675821644209543;1.4404102091434723;0.3710687373236654;0.5167918584717635;1.0068752681123234;0.29319055433458985;1.1453229473734639;0.5089355503340549;0.5853145333417613;0.43822378411382523;0.7063021315737261;0.4909041151396769;0.7889477202159787;0.5366765302364689;0.7251703146756334;0.5576641691133304;0.5747667623204373;0.5902594650843502;0.654737673476891;0.5946544994324929;0.7655234015512926;0.6800912309368394;0.6564586405783794;0.8118278815125581;0.7480576991307117;
yes;5.379000591872263;7.4816330383787095;0.8277958687400562;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5197916666666667;0.48020833333333335;0.10086805555555556;0.8991319444444444;0.7175808335121499;0.25784478458769966;0.5780616685498678;1.1993309244627426;0.9709390104193378;0.8692532376720559;0.23369724816001813;0.27126677894378703;0.13370912478420394;0.44270027613384544;0.9867011402976851;1.3871842011428557;0.06826811363389051;0.3360065754834194;0.2241924848487633;0.22632608428957823;0.17218539392642196;0.5985827054286657;0.4688102817990045;0.7910188830039142;0.20824946092574503;0.10972711355856202;0.4110244788151429;0.5129296784338067;0.06519996195259559;0.13744659464093267;0.41730220531531215;0.10091489971038214;0.11601134057005424;0.20209731248859253;0.03836839296368222;0.06418120277646899;0.09078594042347277;0.26212328853514366;0.22043661635984613;0.6803662243799047;
yes;4.813062274347243;6.775174431400964;1.9274024283376705;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;3.159420781269647;3.2079734833050644;1.112084057639764;0.4614336260059053;2.708068535970889;2.7870635096663214;2.529451049907593;2.331559904005748;0.6283518522553146;0.4831945763389598;2.5078255822341897;3.4888958197154443;1.977472516191935;1.16258696851191;0.27201475392775354;0.20919776911164423;1.2073782421682324;2.5158924402322747;1.300126174238048;1.1187561747966037;0.3444841039192461;0.6233306931746991;1.364339554736799;1.167582753300075;0.9614521756881409;0.7780007927818131;0.45286012129612363;0.5996372900962292;1.1361286025281156;1.2655769810260789;1.002562560780623;0.3770634491638045;0.32917068144964734;0.4102319852895633;1.9487244842479163;2.099786748198648;
yes;5.2150049012007145;6.840445111907717;2.0180992450457547;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.000625;0.999375;2.7055115482709615;2.7912419480893984;2.8817519919763206;2.8325489294597164;2.713693556016977;2.7769875990230486;1.9479139870724143;1.4690683268928946;1.5351197989610301;1.5066722034236673;1.3492093754319976;0.5950828856493144;1.3050890095328258;1.450088739629027;1.5874581762297222;1.9838152657021695;0.550671662019715;0.3424033137105065;0.2812214046225252;0.8150699561792716;1.1096377262415396;0.9499912002369424;0.3924286572758273;0.6015252113346978;0.45161581302406795;0.8050804322264371;1.005042071205283;0.59065139976342;0.5952778573701689;0.45716911816142325;0.47969369866065126;0.47072669748914464;0.8939886412623239;0.4045615336611039;1.0231084121258145;0.5475685756168343;
yes;4.937408073599713;7.452332332274992;2.3375302249437047;0.875;0.125;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;4.420606312978935;4.514437481244451;4.491714676786523;3.9000958357265203;4.268648379896447;4.176911350580949;4.548539304017623;4.684234653140804;3.813209504120934;1.6883687412595183;2.5929352264192866;3.8722387622705363;4.53475044803576;3.5494460096423825;1.9596031836483307;1.5772703441933178;1.5147928314673003;1.7784189523096519;2.5291797334908104;2.5124216983579473;2.5084231718728702;2.6026498124653976;2.369014327856884;2.3821182985439933;2.5171784359795364;2.2861241195770754;2.440546118634737;2.420815386430138;1.717041593495992;1.7217283353577164;2.079515093714674;1.4555240351404226;1.6490845970933323;1.6568920815433552;1.8191240844643346;1.9180378862004153;
